Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
952760,barcelona,Room,From 4 August,639,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952760,Barcelona,No info,8,No info,126,639
592532,barcelona,Room,From 16 July,800,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592532,Barcelona,No info,3,No info,No info,800
1175783,barcelona,Apartment,From 8 May,3361-4026,no deposit,2-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1175783,Barcelona,2,No info,1,60,3693
84282,barcelona,Room,From 6 August,450,bills included,Private room in 3-bedroom apartment Les Rambles Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/84282,Les,No info,3,1,90,450
102548,barcelona,Room,From 2 August,494-659,bills included,Furnished room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/102548,Eixample,No info,7,2,180,576
121875,barcelona,Room,From 3 July,850,some bills included,Cosy 1-bedroom Studio with AC for rent in Barri Gòtic.,https://www.spotahome.com/barcelona/for-rent:rooms/121875,Gothic Quarter,No info,1,1,40,850
360306,barcelona,Room,From 1 July,1200,some bills included,Luxurious suite Ocean Lux for rent near Sagrada Familia,https://www.spotahome.com/barcelona/for-rent:rooms/360306,La Sagrada Familia,No info,3,2,85,1200
118262,barcelona,Room,From 1 August,850,bills included,Modern room in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118262,Poblenou,No info,4,2,124,850
729202,barcelona,Apartment,From 1 July,2993,bills included,2-bedroom apartment for rent in El Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/729202,Gothic Quarter,2,No info,1,55,2993
520115,barcelona,Apartment,From 25 March,3621-4268,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/520115,Barcelona,1,No info,1,119,3944
1211373,barcelona,Apartment,From 4 March,6950,no deposit,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1211373,Barcelona,3,No info,4,160,6950
140430,barcelona,Room,From 2 August,620,bills included,Cozy room in 10-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/140430,Gothic Quarter,No info,10,3,180,620
208144,barcelona,Apartment,From 2 August,1250,some bills included,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/208144,El Raval,1,No info,1,49,1250
1086562,barcelona,Room,From 26 June,1800,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1086562,Barcelona,No info,2,1,57,1800
916485,barcelona,Room,From 16 June,760-970,some bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/916485,Barcelona,No info,6,2,169,865
620983,barcelona,Apartment,From 3 June,1250,some bills included,Seasonal apartment rental in Gomi's street,https://www.spotahome.com/barcelona/for-rent:apartments/620983,Barcelona,2,No info,1,No info,1250
1090155,barcelona,Studio,From 1 July,2060,bills included,Studio apartment for rent in a residence in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1090155,Barcelona,No info,No info,No info,No info,2060
207356,barcelona,Room,From 2 July,800,bills included,Room for rent in 4-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/207356,Gracia,No info,4,2,100,800
1179925,barcelona,Apartment,From 30 May,6138-6864,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1179925,Barcelona,3,No info,No info,No info,6501
450017,barcelona,Apartment,From 27 May,5800,instant booking,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/450017,Barcelona,2,No info,1,50,5800
323629,barcelona,Room,From 2 August,650,bills included,Room in 6-bedroom apartment in L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/323629,Eixample Esquerra,No info,6,2,100,650
236045,barcelona,Room,From 2 August,590,bills included,Cozy room in 5-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/236045,Gracia,No info,5,5,85,590
929077,barcelona,Room,From 1 August,830,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/929077,Barcelona,No info,3,1,80,830
665988,barcelona,Apartment,From 2 August,1400,bills included,1-bedroom apartment in Sagrada Familia Barceolna,https://www.spotahome.com/barcelona/for-rent:apartments/665988,La Sagrada Familia,1,No info,1,40,1400
932279,barcelona,Room,From 1 August,450,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/932279,Barcelona,No info,3,1,85,450
1189071,barcelona,Apartment,From 11 August,940,no deposit,Whole 2 bedrooms apartment in Cataluña,https://www.spotahome.com/barcelona/for-rent:apartments/1189071,Barcelona,2,No info,1,59,940
952825,barcelona,Room,From 4 August,654,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952825,Barcelona,No info,6,No info,130,654
952826,barcelona,Room,From 4 August,654,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952826,Barcelona,No info,6,No info,130,654
148750,barcelona,Apartment,From 5 August,1334,some bills included,Stunning 1-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/148750,El Born,1,No info,1,48,1334
947708,barcelona,Room,From 31 July,550,instant booking,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/947708,Barcelona,No info,10,4,No info,550
569099,barcelona,Apartment,From 16 June,2816-4202,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/569099,Barcelona,1,No info,1,50,3509
363930,barcelona,Room,From 6 August,600,instant booking,Double room for rent 6-bedroom apartment  LEsquerra,https://www.spotahome.com/barcelona/for-rent:rooms/363930,Barcelona,No info,6,2,No info,600
364193,barcelona,Room,From 4 August,529,instant booking,Room for rent in 3-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/364193,Sants,No info,3,1,60,529
110558,barcelona,Room,From 2 July,680,bills included,Room for rent in 6-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/110558,El Raval,No info,6,2,140,680
653359,barcelona,Room,From 17 July,450,bills included,Rooms for rent in a 4-Bedrooms apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/653359,Barcelona,No info,4,1,No info,450
916368,barcelona,Apartment,From 1 July,2100,bills included,3-bedrooms apartment for rent in La Salut Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/916368,La Salut,3,No info,1,No info,2100
1064369,barcelona,Room,From 20 July,810-1020,some bills included,Room for rent in 6-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1064369,El Raval,No info,6,No info,No info,915
1068554,barcelona,Room,From 30 June,765,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1068554,Barcelona,No info,6,2,200,765
994852,barcelona,Room,From 8 July,625,instant booking,Room for rent in 11-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994852,Barcelona,No info,11,No info,No info,625
298287,barcelona,Room,From 1 July,750,some bills included,Room for rent in 4-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/298287,El Born,No info,4,3,90,750
621361,barcelona,Apartment,From 8 July,1490,some bills included,Apartment for rent in Provenza street,https://www.spotahome.com/barcelona/for-rent:apartments/621361,Barcelona,3,No info,1,No info,1490
744242,barcelona,Room,From 1 August,770,bills included,Rooms for women for rent in 5-bedroom apartment in La Sagrad,https://www.spotahome.com/barcelona/for-rent:rooms/744242,La Sagrada Familia,No info,5,4,No info,770
393461,barcelona,Room,From 3 July,900,bills included,Room for rent in 6-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/393461,Sarria-Sant Gervasi,No info,6,2,150,900
624281,barcelona,Apartment,From 26 May,4588-8235,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624281,Barcelona,3,No info,No info,80,6411
233582,barcelona,Studio,From 5 July,1600-2200,some bills included,Furnishe studio apartment for rent in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/233582,Sant Andreu,No info,No info,1,35,1900
930689,barcelona,Apartment,From 1 July,2500-3800,some bills included,1-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/930689,Barcelona,1,No info,1,No info,3150
120219,barcelona,Room,From 3 August,649,instant booking,Cozy room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/120219,Eixample,No info,10,4,360,649
390613,barcelona,Room,From 14 July,650,bills included,Room for rent in 3-bedroom apartment in Dreta Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/390613,Eixample Dreta,No info,3,1,75,650
926909,barcelona,Apartment,From 7 March,2995-4220,some bills included,1-bedroom apartment for rent in Gothic Quarter Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/926909,Gothic Quarter,1,No info,No info,No info,3607
915750,barcelona,Apartment,From 9 August,890,some bills included,2-bedroom apartment for rent in Vilanova i La Geltrú,https://www.spotahome.com/barcelona/for-rent:apartments/915750,Vilanova,2,No info,1,57,890
596057,barcelona,Apartment,From 10 May,1980,some bills included,Whole 2  bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/596057,Barcelona,2,No info,1,55,1980
128466,barcelona,Apartment,From 2 March,1600,spotahome plus,2-bedroom apartment for rent in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/128466,Sant Andreu,2,No info,1,75,1600
318949,barcelona,Apartment,From 11 August,1100,long term,2-bedroom apartment for rent in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/318949,Hospitalet de Llobregat,2,No info,1,50,1100
1183206,barcelona,Apartment,From 9 June,3058-3966,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183206,Barcelona,2,No info,No info,No info,3512
942723,barcelona,Room,From 30 June,1100,bills included,Room for rent in 6-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/942723,Eixample,No info,6,5,250,1100
150938,barcelona,Apartment,From 2 August,1700,some bills included,3-bedroom apartment for rent in Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/150938,Poble-Sec,3,No info,1,50,1700
1081046,barcelona,Apartment,From 1 July,2290,bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1081046,Barcelona,3,No info,2,85,2290
980203,barcelona,Apartment,From 1 July,3000,bills included,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/980203,Barcelona,4,No info,2,95,3000
1014868,barcelona,Room,From 2 August,1050,bills included,Room for rent in 8-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1014868,Eixample,No info,8,3,280,1050
624007,barcelona,Room,From 11 August,475,instant booking,Room in shared apartment in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/624007,Hospitalet de Llobregat,No info,5,2,80,475
622309,barcelona,Apartment,From 11 July,1950,some bills included,Fully equipped apartment a few steps from the metro Poblenou,https://www.spotahome.com/barcelona/for-rent:apartments/622309,Poblenou,1,No info,2,No info,1950
94936,barcelona,Room,From 1 July,775,bills included,Equipped room in shared apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94936,Gracia,No info,4,1,80,775
143791,barcelona,Apartment,From 8 July,1200,some bills included,2-bedroom apartment for rent in Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/143791,Poble-Sec,2,No info,1,75,1200
952777,barcelona,Room,From 4 August,692,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952777,Barcelona,No info,8,No info,139,692
952778,barcelona,Room,From 4 August,692,bills included,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952778,Barcelona,No info,8,No info,139,692
128487,barcelona,Room,From 3 August,649,instant booking,Large room in 4-bedroom apartment in Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/128487,Poble-Sec,No info,4,2,75,649
620643,barcelona,Apartment,From 17 June,990,some bills included,Seasonal rentals near the sea,https://www.spotahome.com/barcelona/for-rent:apartments/620643,Barcelona,1,No info,1,No info,990
120982,barcelona,Room,From 2 August,441-588,bills included,Room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/120982,Eixample,No info,7,2,132,514
592500,barcelona,Room,From 24 July,750,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592500,Barcelona,No info,3,No info,No info,750
415003,barcelona,Room,From 3 August,575,instant booking,Room for rent in 3-bedroom apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/415003,Hospitalet de Llobregat,No info,3,1,60,575
276517,barcelona,Room,From 3 August,575,instant booking,Room to rent in 3-bedroom apartment LHospitalet de Llobregat Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/276517,Barcelona,No info,3,No info,No info,575
140432,barcelona,Room,From 2 August,670,bills included,Sunny room in 10-bedroom apartment in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/140432,Gothic Quarter,No info,10,3,180,670
932577,barcelona,Room,From 1 July,1090,some bills included,Room to rent in 8-bedroom apartment in Villa de Gracia,https://www.spotahome.com/barcelona/for-rent:rooms/932577,Gracia,No info,8,4,270,1090
577471,barcelona,Room,From 11 July,900,instant booking,Room with terrace next to La Rambla,https://www.spotahome.com/barcelona/for-rent:rooms/577471,La Rambla,No info,3,1,71,900
1189983,barcelona,Room,From 6 August,550,bills included,Room for rent in 2 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189983,Barcelona,No info,2,1,65,550
268568,barcelona,Apartment,From 2 July,2000,bills included,3-bedroom apartment for rent in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/268568,Les Corts,3,No info,1,75,2000
810235,barcelona,Apartment,From 14 June,3209-3524,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810235,Barcelona,1,No info,1,50,3366
